,id_factura,user_id,email,nombre,ciudad,direccion,documento_identidad,subtotal,precio_envio,total,fecha
1093,4080,teresa.kline3722,bayron28@example.net,Teresa Kline,Cartagena,"Cr. 6 Bis K # 3K-3, Polonuevo, 253828",9397750577,8269377,10000,8279377,2023-06-11
3250,4081,jackie.desalvo9630,mariacaceres@example.com,Jackie Desalvo,Bogotá,"Diagonal 133S # 7U-25 Sur, La Unión, 083064",9233299225,8592102,10000,8602102,2023-08-05
9647,4082,timothy.brooks3732,guevarajose@example.com,Timothy Brooks,Medellín,"Calle 172O Bis # 1-5 Sur, Angostura, 171204",4147456798,1067068,10000,1077068,2023-07-03
4731,4083,tyler.surdam9822,rdelgado@example.com,Tyler Surdam,Bogotá,"Cr. 83 # 14-4 Este, Copacabana, 172898",6456578259,32748808,10000,32758808,2023-01-20
8722,4084,henry.flynn3989,lorenagomez@example.net,Henry Flynn,Cartagena,"Calle 121F # 2-47 Sur, Chinavita, 157177",1375006223,20153790,10000,20163790,2023-01-04
4475,4085,jeannette.felton3432,mauricio52@example.org,Jeannette Felton,Cartagena,"Diagonal 161V # 32-95 Sur, Aguachica, 278340",4656919648,385734,10000,395734,2023-06-27
8549,4086,lauren.maldonado2076,giovannigarcia@example.com,Lauren Maldonado,Medellín,"Calle 165 Sur # 2-6 Sur, Anserma, 862361",4505588239,1751266,10000,1761266,2023-08-28
5700,4087,bernard.perry3002,edinson18@example.com,Bernard Perry,Cali,"Avenida carrera 195 # 4-3, Piojó, 257348",4926077723,3181576,10000,3191576,2023-11-17
5315,4088,larry.butler7587,tmendoza@example.com,Larry Butler,Cartagena,"Cr. 13G # 82-21 Sur, Gutiérrez, 810027",9877158762,1677134,10000,1687134,2023-01-27
7618,4089,lindsey.illich585,asantos@example.org,Lindsey Illich,Cartagena,"Calle 6ª # 9-8 Este, Yotoco, 081935",8633982148,4427402,10000,4437402,2023-05-04
9835,4090,mark.laduke2892,palacioalexander@example.com,Mark Laduke,Cartagena,"Cr. 3ª # 5-80, Aguada, 681442",1743895693,4714746,10000,4724746,2023-11-01
5706,4091,jason.spickard5655,romerodiana@example.com,Jason Spickard,Cali,"Cl. 90 # 4-83, Boyacá, 953326",2662208802,6986193,10000,6996193,2023-03-06
6981,4092,joseph.castro1942,vvargas@example.org,Joseph Castro,Cartagena,"Carrera 168L # 9-2 Sur, Argelia, 473176",6223257674,10439695,10000,10449695,2023-09-14
3255,4093,mary.dyer2272,nchaparro@example.org,Mary Dyer,Cartagena,"Carrera 4ª # 29K-3 Este, Valle de San José, 119865",6420608422,24102072,10000,24112072,2023-05-17
10305,4094,steven.johnson1031,cristian52@example.net,Steven Johnson,Cartagena,"Carrera 37 # 9-2 Este, Girón, 056523",8230911126,1814277,10000,1824277,2023-09-17
4716,4095,stanley.walter3141,paolasoto@example.net,Stanley Walter,Cartagena,"Cr. 48N # 1-16, La Chorrera, 270542",1992506755,4872315,10000,4882315,2023-04-29
489,4096,gary.hill2485,eduardo02@example.org,Gary Hill,Cartagena,"Calle 6N # 62A-93 Sur, Buesaco, 419090",6747759316,21529515,10000,21539515,2023-01-13
3378,4097,nathan.edwards639,francoherrera@example.org,Nathan Edwards,Medellín,"Cl. 35 # 27-66 Sur, Toca, 547226",5586075259,12631155,10000,12641155,2023-09-17
8368,4098,pamela.mckenzie4891,carmen34@example.org,Pamela Mckenzie,Cartagena,"Calle 127 # 79-9, Pijao, 230311",8362135906,32454976,10000,32464976,2023-11-02
11382,4099,luella.williams1527,caballeroleidy@example.net,Luella Williams,Bogotá,"Dg. 47 # 7H-31 Este, Uribia, 884451",873519974,25817666,10000,25827666,2023-05-02
12036,4100,ricardo.feyh4849,sebastian04@example.org,Ricardo Feyh,Cali,"Cr. 86 # 50-33 Sur, Támesis, 135089",3133018598,17355125,10000,17365125,2023-03-26
3122,4101,lawrence.waters7214,zvargas@example.net,Lawrence Waters,Cartagena,"Cl. 9L # 4H-26 Este, Yaguará, 195943",9692700743,4192793,10000,4202793,2023-05-13
3256,4102,robert.haley8534,brios@example.com,Robert Haley,Bogotá,"Avenida carrera 157 # 7-38 Este, Puerto Lleras, 087446",5063742273,299558,10000,309558,2023-04-19
9678,4103,orville.golden9057,monicasanchez@example.net,Orville Golden,Bogotá,"Calle 15D # 9-13 Este, Zapayán, 198829",394282430,2109790,10000,2119790,2023-12-07
6310,4104,edward.carter9357,rmorales@example.com,Edward Carter,Cartagena,"Calle 79N # 45-4 Sur, Morroa, 238220",8793845510,21563838,10000,21573838,2023-09-05
13962,4105,jerry.espinosa5941,claudiahernandez@example.net,Jerry Espinosa,Bogotá,"Calle 115 # 8P-1, Valle de San Juan, 508557",34178682,369605,10000,379605,2023-01-03
8926,4106,wendy.kowalewski1095,carmenbuitrago@example.net,Wendy Kowalewski,Medellín,"Cl. 123 # 5-5 Sur, Santa Rosalía, 858498",6506991633,9852204,10000,9862204,2023-05-30
6389,4107,carlos.rothstein3082,quinteropedro@example.org,Carlos Rothstein,Cali,"Avenida calle 9ª # 48H-22, La Unión, 977675",5116240039,18448731,10000,18458731,2023-01-09
5784,4108,mary.wilson8069,narvaezana@example.net,Mary Wilson,Cali,"Cr. 158 # 5-7 Sur, Ipiales, 059923",421425133,15173562,10000,15183562,2023-07-04
2727,4109,shawn.lennard2244,oscardaza@example.net,Shawn Lennard,Medellín,"Cl. 108L # 15Z-6, Milán, 547665",5452422370,17903952,10000,17913952,2023-05-15
1082,4110,keiko.jensen9827,moramaria@example.org,Keiko Jensen,Medellín,"Av. carrera 7ª # 52-2 Sur, Sabanalarga, 272146",9039739648,3073159,10000,3083159,2023-01-27
1207,4111,matthew.marshall4324,uribemaria@example.net,Matthew Marshall,Cali,"Calle 119S Este # 2-3, Balboa, 681526",6247558899,2491230,10000,2501230,2023-10-12
13312,4112,joan.frazier2772,xbermudez@example.net,Joan Frazier,Bogotá,"Calle 175F # 4B-7 Sur, Junín, 868758",9322282510,6875248,10000,6885248,2023-11-14
14886,4113,emily.cole3008,jtrujillo@example.org,Emily Cole,Medellín,"Calle 86 # 7-97, Valle de San Juan, 944476",7677544792,4334652,10000,4344652,2023-07-09
3549,4114,sarah.grant7939,elondono@example.com,Sarah Grant,Medellín,"Av. calle 2ª # 7W-96 Este, Gachantivá, 973939",1683531253,7880697,10000,7890697,2023-10-28
7253,4115,richard.parson3241,dherrera@example.net,Richard Parson,Medellín,"Calle 48 # 9-88, San Calixto, 733228",2060219231,16659810,10000,16669810,2023-11-12
8415,4116,michael.yuen8631,cguzman@example.com,Michael Yuen,Bogotá,"Cl. 97 # 98-8 Sur, El Peñón, 415765",6394751192,17956936,10000,17966936,2023-06-21
4550,4117,charles.quinn1021,qquintero@example.com,Charles Quinn,Cali,"Cl. 79O # 66-9 Este, Uramita, 475822",1777511589,14370797,10000,14380797,2023-01-05
8905,4118,alvina.simard1872,maria91@example.com,Alvina Simard,Bogotá,"Transversal 46 # 3-92 Este, Montenegro, 918831",4489619286,13840210,10000,13850210,2023-12-03
439,4119,barbara.boswell8735,barriosvicente@example.net,Barbara Boswell,Medellín,"Av. calle 53 # 89-19 Sur, Puerto Tejada, 416811",9765621120,20948718,10000,20958718,2023-03-27
7055,4120,james.johnson4016,gonzalezfabiola@example.net,James Johnson,Cali,"Calle 197S # 88-82 Este, Lérida, 943062",8280506268,198808,10000,208808,2023-12-14
11744,4121,willis.guzman8784,juanarrieta@example.com,Willis Guzman,Cali,"Calle 56O # 1Y-2 Sur, Titiribí, 638983",4743509943,10661121,10000,10671121,2023-07-07
4401,4122,andrea.sigrist3123,isabelguzman@example.net,Andrea Sigrist,Cali,"Diagonal 82B # 92C-6 Sur, Puerto Wilches, 946018",4090446965,6456490,10000,6466490,2023-03-24
11575,4123,billy.worsley5042,myriam07@example.com,Billy Worsley,Bogotá,"Diagonal 7M # 3C-4 Sur, Río Quito, 956037",3600471021,6576786,10000,6586786,2023-11-07
8966,4124,janet.caines9322,castellanosluisa@example.net,Janet Caines,Cali,"Avenida calle 1ª # 6-18 Sur, Otanche, 633576",1680634756,7612432,10000,7622432,2023-08-04
7453,4125,gail.cruz4414,xlopez@example.org,Gail Cruz,Cali,"Avenida carrera 93 # 75-3 Este, Caicedonia, 473519",5411927423,450895,10000,460895,2023-08-04
4201,4126,douglas.hawkin4303,segundobarrios@example.com,Douglas Hawkin,Cali,"Carrera 27 # 59S-2 Sur, Cicuco, 975365",8897693838,24579044,10000,24589044,2023-04-07
2013,4127,paula.castrellon4221,cmosquera@example.com,Paula Castrellon,Bogotá,"Cr. 16 # 9Q-70 Sur, Cañasgordas, 255923",6032590370,17516022,10000,17526022,2023-07-28
1486,4128,melinda.odems896,parracarolina@example.org,Melinda Odems,Cali,"Carrera 39 # 8-10, Gachetá, 867064",3785271793,28299078,10000,28309078,2023-03-02
5011,4129,rodger.king4423,velascowalter@example.com,Rodger King,Bogotá,"Cl. 110B # 62Y-6, Espinal, 764992",8686739357,8633043,10000,8643043,2023-08-31
5788,4130,mary.petitt3939,josevalencia@example.org,Mary Petitt,Cali,"Cl. 43 # 8-3 Sur, Nobsa, 201813",4973739861,31351050,10000,31361050,2023-11-04
6606,4131,jody.wilson8924,duartemarcela@example.com,Jody Wilson,Bogotá,"Calle 173 # 83-84 Este, Puerto Carreño, 764332",7579491402,20035554,10000,20045554,2023-09-05
5161,4132,douglas.frye3014,shirley56@example.net,Douglas Frye,Medellín,"Cr. 39C # 95-58, Pueblo Bello, 193535",2043245962,2768421,10000,2778421,2023-01-24
11367,4133,ruth.rivas372,farboleda@example.net,Ruth Rivas,Cali,"Calle 74 # 6-8 Sur, El Dorado, 255987",6303231619,1312206,10000,1322206,2023-05-07
12508,4134,michael.krause7251,mosqueralaura@example.net,Michael Krause,Cartagena,"Tr. 98 # 3-6 Sur, San José de Toluviejo, 940036",1710961974,1839170,10000,1849170,2023-02-27
11288,4135,klara.mcallister7372,galindoantonio@example.com,Klara Mcallister,Cartagena,"Cl. 57 # 90-71, Nariño, 234374",5860326291,9072144,10000,9082144,2023-07-16
11886,4136,andrew.fabian9564,lucialopez@example.org,Andrew Fabian,Cali,"Tr. 58 # 88J-34 Este, Cáchira, 440574",428426609,5373840,10000,5383840,2023-10-11
7897,4137,daniel.varner9400,mcaballero@example.com,Daniel Varner,Bogotá,"Calle 4ª # 2-91 Este, Sativanorte, 976005",1023459166,912318,10000,922318,2023-10-06
14218,4138,ruth.cuthill8859,uhernandez@example.org,Ruth Cuthill,Cartagena,"Calle 113 # 4-4 Sur, Chita, 881811",7448262431,19967405,10000,19977405,2023-10-13
7365,4139,noelle.white2949,ygomez@example.com,Noelle White,Cartagena,"Cr. 8B # 42-8 Este, Páramo, 257734",1845234619,19944660,10000,19954660,2023-07-22
5263,4140,jamie.absher4796,prueda@example.org,Jamie Absher,Bogotá,"Avenida calle 127 # 85-5, Chigorodó, 089400",2286755380,19224156,10000,19234156,2023-12-09
14051,4141,nichole.burnham1907,ancizar54@example.net,Nichole Burnham,Bogotá,"Carrera 90 # 7-5 Este, Itagüí, 941448",9803568403,15242808,10000,15252808,2023-06-15
3118,4142,rodney.clark7022,rodrigueztatiana@example.org,Rodney Clark,Medellín,"Tr. 99 # 71-8 Sur, El Charco, 184170",4014008272,23364216,10000,23374216,2023-03-31
6045,4143,ann.holland7617,henaovalentina@example.com,Ann Holland,Cali,"Av. carrera 35 # 48-8 Este, San Juan de Urabá, 955941",892030705,2256030,10000,2266030,2023-07-28
812,4144,mario.peek1044,ksalcedo@example.net,Mario Peek,Bogotá,"Tr. 99 # 96-8, Fuente de Oro, 993895",7507798608,6681918,10000,6691918,2023-01-01
1811,4145,roy.shields292,andres96@example.com,Roy Shields,Cali,"Carrera 2 Bis # 98-84, Oiba, 948006",3907792153,19982064,10000,19992064,2023-08-08
8787,4146,jaime.armstrong4873,rodrigoquintero@example.org,Jaime Armstrong,Bogotá,"Diagonal 39B # 12-98, Restrepo, 235897",2682023903,16911900,10000,16921900,2023-05-08
12874,4147,iona.phillips323,marina23@example.net,Iona Phillips,Bogotá,"Calle 7ª # 36G-9, Vistahermosa, 080339",9508280542,3480882,10000,3490882,2023-11-30
6991,4148,rachell.wallace1229,gaitanmarlon@example.org,Rachell Wallace,Cartagena,"Avenida carrera 123 # 11O-56 Este, Girardot, 665259",5684156030,20825180,10000,20835180,2023-10-15
8062,4149,julie.lam83,perezivan@example.com,Julie Lam,Medellín,"Cl. 89 # 19-3 Sur, Bolívar, 189275",8092884929,7484218,10000,7494218,2023-03-29
9004,4150,evelyn.mckown5175,alfonso77@example.net,Evelyn Mckown,Cali,"Diagonal 5ª # 85-2, Cucaita, 207614",5951535839,12929322,10000,12939322,2023-07-12
738,4151,kelly.barnes3854,mauricio88@example.com,Kelly Barnes,Cali,"Carrera 184 # 3L-78 Sur, San Francisco, 188058",9612002486,13678974,10000,13688974,2023-09-15
1779,4152,patrick.bayers7007,fardila@example.org,Patrick Bayers,Medellín,"Dg. 26B # 9-53 Sur, Santacruz, 971017",1825662506,2849166,10000,2859166,2023-12-03
1164,4153,estelle.ruesga2187,mrios@example.net,Estelle Ruesga,Medellín,"Cl. 44 # 91N-43, La Palma, 637395",2052233123,14126796,10000,14136796,2023-08-14
13270,4154,geoffrey.lobb6822,gherrera@example.com,Geoffrey Lobb,Medellín,"Dg. 5F # 24-22 Sur, Isnos, 204377",6963149469,31884417,10000,31894417,2023-01-19
2810,4155,muriel.roehm6239,zrojas@example.net,Muriel Roehm,Medellín,"Av. carrera 8ª # 63-9 Sur, Cerrito, 181564",3422225038,733056,10000,743056,2023-08-29
11213,4156,robert.cooksey9582,emunoz@example.com,Robert Cooksey,Cartagena,"Carrera 2ª # 6-64, Planeta Rica, 411545",607386549,5625042,10000,5635042,2023-02-27
49,4157,daniel.schmidt7964,manuelacevedo@example.net,Daniel Schmidt,Cali,"Cl. 30 # 4-2 Sur, Guayatá, 203844",2534060916,22933962,10000,22943962,2023-12-08
8607,4158,thomas.junker1551,velasquezandres@example.net,Thomas Junker,Cali,"Av. calle 126 # 73-9 Sur, Caldas, 761261",7826441488,26090099,10000,26100099,2023-06-02
6581,4159,brittney.barber379,fanny42@example.com,Brittney Barber,Medellín,"Calle 9A # 4W-2 Sur, Ciénaga de Oro, 862577",3903680167,9673405,10000,9683405,2023-12-26
1239,4160,consuelo.bruno7634,fuentesmaria@example.com,Consuelo Bruno,Medellín,"Diagonal 92 # 1U-1 Sur, Páez, 189879",4218619242,14401672,10000,14411672,2023-09-30
8796,4161,marjorie.deeter376,luzbuitrago@example.com,Marjorie Deeter,Bogotá,"Av. carrera 122 # 13-79, Dabeiba, 664852",9667081766,19559016,10000,19569016,2023-05-13
4174,4162,arnulfo.gee9087,jnieto@example.com,Arnulfo Gee,Bogotá,"Cl. 5ª # 8-39 Sur, Tuta, 258678",1654483627,12870648,10000,12880648,2023-11-12
1643,4163,steven.hiller8271,julio66@example.org,Steven Hiller,Cartagena,"Calle 73 # 1-8 Sur, San Eduardo, 444247",7265724636,119284,10000,129284,2023-10-17
14850,4164,nelson.moss3868,gacevedo@example.org,Nelson Moss,Bogotá,"Calle 171V # 64T-93, Campohermoso, 946485",8821358382,4840598,10000,4850598,2023-06-27
1000,4165,alice.harding1321,nguzman@example.org,Alice Harding,Cartagena,"Calle 55 # 21-3 Este, Solano, 701726",3560985226,14455920,10000,14465920,2023-07-13
5445,4166,catherine.medina5284,correadiana@example.com,Catherine Medina,Bogotá,"Dg. 12 # 46-8, Cubarral, 253225",5523566172,30188790,10000,30198790,2023-10-15
9952,4167,joshua.langley7819,jose60@example.com,Joshua Langley,Bogotá,"Cr. 94 Bis # 5-51 Sur, Zapatoca, 549603",929174755,2607017,10000,2617017,2023-03-16
1430,4168,jody.wilson8924,duartemarcela@example.com,Jody Wilson,Bogotá,"Calle 173 # 83-84 Este, Puerto Carreño, 764332",7579491402,18954000,10000,18964000,2023-02-21
7594,4169,tiffany.porter4618,vmosquera@example.com,Tiffany Porter,Cali,"Calle 90 # 21-7, Chaguaní, 978356",182058081,12300428,10000,12310428,2023-02-21
10882,4170,william.sweet774,albertocortes@example.org,William Sweet,Medellín,"Cr. 4S # 4-27, Mapiripán, 188500",268262964,20798856,10000,20808856,2023-06-28
3348,4171,bryan.price841,vbarrera@example.com,Bryan Price,Cali,"Dg. 3 Este # 7-47, Gamarra, 170571",1130267568,2548301,10000,2558301,2023-04-23
56,4172,stacy.jarrett921,patricia12@example.org,Stacy Jarrett,Cali,"Tr. 9E # 3-6, La Dorada, 548206",5688111134,19491282,10000,19501282,2023-12-01
5737,4173,marc.crouch2858,argemiro31@example.org,Marc Crouch,Medellín,"Cl. 71 # 7L-17 Este, Montelíbano, 541403",2056835397,2641682,10000,2651682,2023-04-21
3495,4174,james.johnson4016,gonzalezfabiola@example.net,James Johnson,Cali,"Calle 197S # 88-82 Este, Lérida, 943062",8280506268,10361520,10000,10371520,2023-08-20
14885,4175,pedro.smith6128,zloaiza@example.com,Pedro Smith,Medellín,"Dg. 115 # 12-8 Este, Fundación, 253533",6692557069,5151950,10000,5161950,2023-05-06
13850,4176,maura.shipe9261,chavezorlando@example.org,Maura Shipe,Cartagena,"Cl. 189 # 9-52 Este, María la Baja, 179759",3576736118,25067421,10000,25077421,2023-12-17
5269,4177,harriet.knight9277,manriquejulieth@example.net,Harriet Knight,Medellín,"Diagonal 7ª # 44-1 Este, Lorica, 911041",1700995456,12245796,10000,12255796,2023-08-01
11645,4178,john.clark3932,augusto01@example.com,John Clark,Bogotá,"Avenida calle 7ª # 79-18 Este, Isnos, 413227",8895566418,19605089,10000,19615089,2023-05-30
5379,4179,lorna.carter146,gonzalesmauricio@example.com,Lorna Carter,Cartagena,"Avenida carrera 156 # 4-74, Honda, 705362",4894670407,18583765,10000,18593765,2023-05-25
13301,4180,gary.williams8967,sofiahernandez@example.net,Gary Williams,Cartagena,"Cr. 118Z # 16-38 Sur, Valle de San José, 171253",5010739882,7169834,10000,7179834,2023-02-28
9116,4181,bessie.harris6608,jayala@example.net,Bessie Harris,Medellín,"Cr. 21 # 40-2 Sur, Tesalia, 955298",4229752570,5087256,10000,5097256,2023-07-10
14857,4182,rick.vandiford439,tdiaz@example.com,Rick Vandiford,Bogotá,"Calle 116 # 8I-8 Sur, Caldono, 861281",2580227397,2227179,10000,2237179,2023-04-02
11062,4183,karen.ascher1020,johan11@example.org,Karen Ascher,Cartagena,"Cr. 3N Bis # 71-4 Sur, Briceño, 703971",1787124422,17359293,10000,17369293,2023-02-21
3457,4184,michael.dobies121,pedro19@example.net,Michael Dobies,Cartagena,"Cl. 196 # 51-5, San Luis de Sincé, 911779",249841232,28936776,10000,28946776,2023-12-09
12668,4185,charles.brown1722,alejandramontes@example.org,Charles Brown,Medellín,"Cr. 4ª # 4-84, Totoró, 684281",3947690863,28072898,10000,28082898,2023-02-27
7836,4186,fannie.adelman3162,chaparropaola@example.net,Fannie Adelman,Cali,"Carrera 3 Sur # 7-57, La Montañita, 446849",7877273067,3577588,10000,3587588,2023-05-19
11014,4187,mary.barry9108,gomezmagdalena@example.net,Mary Barry,Cartagena,"Diagonal 50 # 9-7, Cimitarra, 736554",6975001544,9337500,10000,9347500,2023-11-14
124,4188,patricia.love2322,krodriguez@example.net,Patricia Love,Cartagena,"Carrera 9X # 66-7, San José de Pare, 994163",6778439387,2332098,10000,2342098,2023-12-07
172,4189,patsy.sartain5864,elkinvillamizar@example.com,Patsy Sartain,Medellín,"Cl. 4R # 81-11 Sur, Choachí, 852277",3207385750,5063455,10000,5073455,2023-02-26
9455,4190,charles.lomeli1858,jochoa@example.com,Charles Lomeli,Cartagena,"Avenida Juan Valencia Lozano # 91-2 Este, El Tarra, 707488",3962227153,27779234,10000,27789234,2023-10-22
12483,4191,charles.ladd8258,anguloadriana@example.org,Charles Ladd,Cartagena,"Avenida Luis Naranjo Loaiza # 6-13, Nimaima, 764383",9165860086,2043368,10000,2053368,2023-06-23
13984,4192,david.phipps2068,janethrojas@example.com,David Phipps,Medellín,"Carrera 27 # 9B-75, Mitú, 854915",2754773952,11877210,10000,11887210,2023-03-17
7581,4193,karen.ha1848,toroadriana@example.net,Karen Ha,Medellín,"Avenida Naranjo # 6-4 Sur, Molagavita, 132621",6138221126,2719141,10000,2729141,2023-06-21
581,4194,shirley.bergsma3927,rinconefren@example.net,Shirley Bergsma,Cali,"Dg. 109F # 5D-57 Este, Rioblanco, 257999",8262615451,10889495,10000,10899495,2023-04-24
908,4195,keith.forshay8860,ssoto@example.org,Keith Forshay,Bogotá,"Carrera 147Y # 6-89 Sur, Uribia, 661794",7755462106,23639682,10000,23649682,2023-10-21
10842,4196,elisabeth.pitts9839,elkin86@example.com,Elisabeth Pitts,Cali,"Carrera 18 # 40-6 Este, El Colegio, 941608",5689815538,4985238,10000,4995238,2023-03-09
1551,4197,kathryn.kallman9141,wparra@example.org,Kathryn Kallman,Cali,"Carrera 2ª # 8-90 Sur, Caldas, 235821",8083991976,21886560,10000,21896560,2023-01-25
7498,4198,bessie.harris6608,jayala@example.net,Bessie Harris,Medellín,"Cr. 21 # 40-2 Sur, Tesalia, 955298",4229752570,23281200,10000,23291200,2023-03-30
13020,4199,robert.james6641,ssoto@example.org,Robert James,Medellín,"Calle 18 # 67Y-4 Sur, Covarachía, 994063",1833125573,9594264,10000,9604264,2023-05-02
12816,4200,debi.kagawa58,fabio32@example.net,Debi Kagawa,Cali,"Cr. 86 # 3-36 Este, Baraya, 236268",3252907396,8770015,10000,8780015,2023-08-14
8727,4201,joseph.wall8150,montoyaalexander@example.com,Joseph Wall,Bogotá,"Av. Gloria Isabel Daza # 6-28 Sur, Anserma, 155073",4980277146,5946501,10000,5956501,2023-11-03
8807,4202,sheila.underwood8915,cmartinez@example.com,Sheila Underwood,Cartagena,"Avenida Cartagena de Indias # 6-7 Este, El Dovio, 110417",3302768667,10619295,10000,10629295,2023-06-17
11407,4203,jody.nunez5533,vtorres@example.com,Jody Nunez,Medellín,"Avenida calle 96 # 60-4, Cubará, 196299",3317060921,10148226,10000,10158226,2023-12-05
6539,4204,frances.moore1342,felipeochoa@example.com,Frances Moore,Cartagena,"Avenida calle 128 # 58-6 Este, Santuario, 418715",6020169527,10279638,10000,10289638,2023-08-01
14340,4205,nellie.vickers8859,dcastro@example.net,Nellie Vickers,Cartagena,"Calle 74P # 1-7 Sur, Sabanagrande, 205843",3857367410,1260483,10000,1270483,2023-05-21
11756,4206,steve.lessman8456,rosaortiz@example.org,Steve Lessman,Medellín,"Carrera 183N # 48-52, Albania, 767900",5343884826,15468824,10000,15478824,2023-12-26
327,4207,charles.ladd8258,anguloadriana@example.org,Charles Ladd,Cartagena,"Avenida Luis Naranjo Loaiza # 6-13, Nimaima, 764383",9165860086,10557882,10000,10567882,2023-05-11
6622,4208,roberto.orta6176,jesuscabrera@example.com,Roberto Orta,Cali,"Calle 51 # 1O-18, San Luis, 682302",6498124022,22866102,10000,22876102,2023-08-18
8088,4209,marjorie.valsin4880,edith22@example.com,Marjorie Valsin,Cali,"Avenida calle 5ª # 21-4 Sur, Bajo Baudó, 637304",8696111059,4825352,10000,4835352,2023-09-20
3536,4210,lorena.hodge2437,eugeniamurillo@example.com,Lorena Hodge,Cali,"Carrera 8ª # 43-10 Sur, Encino, 187891",7282836600,27503688,10000,27513688,2023-12-10
13477,4211,erin.rogers2098,eveliovelez@example.com,Erin Rogers,Bogotá,"Avenida Hatonuevo # 2-17 Sur, Uramita, 410827",2127893891,19865480,10000,19875480,2023-09-22
4849,4212,robert.morgan3386,gallego91@example.com,Robert Morgan,Bogotá,"Carrera 60 # 32-7 Este, Majagual, 474428",7414399111,7774680,10000,7784680,2023-09-07
5695,4213,ellen.wilson5795,chavezlucia@example.org,Ellen Wilson,Cali,"Cl. 76 # 13-7 Este, Santa Ana, 541780",413621509,9524508,10000,9534508,2023-01-27
8252,4214,diana.rodriguez846,normanino@example.com,Diana Rodriguez,Cartagena,"Av. calle 9ª # 3C-8 Sur, Mercaderes, 116562",180375787,25530197,10000,25540197,2023-07-13
8014,4215,joan.camp1004,nnieto@example.com,Joan Camp,Cali,"Cl. 137T # 99-51, Colón, 119081",596692187,6549576,10000,6559576,2023-11-17
7016,4216,jesse.matthews3404,ogarcia@example.com,Jesse Matthews,Bogotá,"Carrera 92 # 25C-22 Este, Samacá, 702811",8413939183,11541509,10000,11551509,2023-12-14
10507,4217,charlene.collins3272,adolfovillamizar@example.org,Charlene Collins,Cali,"Transversal 120R Sur # 86-97 Sur, San Antero, 686835",6100794373,5865800,10000,5875800,2023-08-12
13184,4218,jose.robinson1959,zrios@example.net,Jose Robinson,Cartagena,"Calle 18 # 76-96, Giraldo, 762755",219839666,9515330,10000,9525330,2023-05-31
9647,4219,earnest.hawkins7071,carlosvega@example.com,Earnest Hawkins,Cali,"Calle 57 # 4-1 Sur, Montería, 139553",3673813344,1067068,10000,1077068,2023-11-28
9239,4220,kenneth.hoogland9805,marinabonilla@example.com,Kenneth Hoogland,Medellín,"Calle 1L # 9-8 Este, Aguada, 881469",9886015488,17234875,10000,17244875,2023-05-24
5713,4221,gary.hill2485,eduardo02@example.org,Gary Hill,Cartagena,"Calle 6N # 62A-93 Sur, Buesaco, 419090",6747759316,10879092,10000,10889092,2023-09-03
3930,4222,jefferson.streller3942,mbarrios@example.com,Jefferson Streller,Cali,"Diagonal 16 # 2-29 Sur, Repelón, 914060",5968634065,2339260,10000,2349260,2023-01-05
13324,4223,amanda.berger7690,bmoreno@example.net,Amanda Berger,Medellín,"Cl. 87W # 9-9 Sur, Sabanalarga, 954966",5954312973,6851998,10000,6861998,2023-11-04
10424,4224,tonya.kittelson7372,herreragustavo@example.com,Tonya Kittelson,Medellín,"Cr. 77D Sur # 23-6 Este, Sapuyes, 442142",2554249896,6521608,10000,6531608,2023-07-28
8657,4225,christopher.strickland7626,maria59@example.com,Christopher Strickland,Bogotá,"Cl. 148 # 44-48 Este, Villa de San Diego de Ubaté, 502299",2634976843,1124183,10000,1134183,2023-10-17
540,4226,ronnie.masuda5997,camachosonia@example.org,Ronnie Masuda,Cartagena,"Carrera 2ª # 3-23 Sur, Miraflores, 255424",441116222,18603480,10000,18613480,2023-09-13
2931,4227,jasmine.gilmer5943,aleida26@example.com,Jasmine Gilmer,Cali,"Cr. 65 # 1-64 Este, Soplaviento, 855743",7566037412,8198323,10000,8208323,2023-02-26
12579,4228,tammy.alger3649,bonillaleon@example.com,Tammy Alger,Medellín,"Calle 164 # 5-3 Sur, Guapotá, 818411",8421992411,5214624,10000,5224624,2023-01-11
720,4229,gordon.aguilar8277,robinsonrosero@example.net,Gordon Aguilar,Cartagena,"Cr. 57 # 8-3, Belmira, 506021",1467460467,2562244,10000,2572244,2023-05-11
3976,4230,lori.miller4722,bojeda@example.net,Lori Miller,Medellín,"Tr. 9ª # 5-5 Sur, El Castillo, 158948",9966162517,20793294,10000,20803294,2023-03-23
13968,4231,robin.transou3989,fgarcia@example.com,Robin Transou,Medellín,"Cl. 194 # 36-1 Este, Montenegro, 769978",6021743408,19835570,10000,19845570,2023-08-02
13446,4232,erin.servin9192,crodriguez@example.org,Erin Servin,Cali,"Diagonal 12 # 3-20 Sur, Vianí, 270044",6397686141,8753544,10000,8763544,2023-06-15
10773,4233,lori.miller4722,bojeda@example.net,Lori Miller,Medellín,"Tr. 9ª # 5-5 Sur, El Castillo, 158948",9966162517,4416495,10000,4426495,2023-09-03
13858,4234,alvin.page4207,arrietamartha@example.org,Alvin Page,Cali,"Carrera 7ª # 73-8, Páez, 544442",7191116572,22007871,10000,22017871,2023-07-29
10669,4235,andrew.sadowski5952,wendy79@example.org,Andrew Sadowski,Medellín,"Cl. 4ª # 24Q-43, Zipacón, 201175",9240723150,7950656,10000,7960656,2023-04-22
